CL=F,NG=F,ZC=F
64.05000305175781,3.0999999046325684,426.75
63.56999969482422,2.938999891281128,423.75
62.68000030517578,2.888000011444092,424.0
62.63999938964844,2.805999994277954,421.75
63.40999984741211,2.8529999256134033,426.25
64.98999786376953,2.8580000400543213,424.25
64.9800033569336,2.9040000438690186,425.75
65.72000122070312,2.8350000381469727,422.0
63.45000076293945,3.2669999599456787,421.5
62.369998931884766,3.302999973297119,415.5
61.779998779296875,3.4760000705718994,416.5
60.47999954223633,3.441999912261963,421.75
60.880001068115234,3.3239998817443848,419.0
61.689998626708984,3.3570001125335693,421.75
61.72999954223633,3.497999906539917,419.75
62.54999923706055,3.3329999446868896,422.0
61.5099983215332,3.2690000534057617,418.25
58.900001525878906,3.1059999465942383,413.0
59.4900016784668,3.118000030517578,410.75
58.70000076293945,3.0280001163482666,413.0
58.27000045776367,3.0160000324249268,416.75
57.459999084472656,2.937999963760376,421.75
57.540000915527344,3.007999897003174,422.5
57.52000045776367,3.3970000743865967,423.25
57.81999969482422,3.4739999771118164,419.75
58.5,3.450000047683716,423.0
61.790000915527344,3.3440001010894775,428.0
61.5,3.303999900817871,423.25
61.310001373291016,3.441999912261963,428.75
60.150001525878906,3.3450000286102295,432.0
60.47999954223633,3.375999927520752,434.0
60.56999969482422,3.9560000896453857,430.25
60.97999954223633,4.124000072479248,431.5
61.04999923706055,4.265999794006348,434.25
60.560001373291016,4.3429999351501465,431.5
59.599998474121094,4.23199987411499,435.25
59.43000030517578,4.35699987411499,428.75
59.75,4.315000057220459,427.25
60.130001068115234,4.3379998207092285,429.75
61.040000915527344,4.565000057220459,432.0
58.4900016784668,4.5329999923706055,435.25
58.689998626708984,4.645999908447266,441.5
60.09000015258789,4.565999984741211,430.25
59.90999984741211,4.361000061035156,434.75
60.7400016784668,4.370999813079834,436.75
59.439998626708984,4.550000190734863,429.75
59.13999938964844,4.473999977111816,426.5
58.060001373291016,4.579999923706055,425.5
58.84000015258789,4.548999786376953,423.75
57.95000076293945,4.423999786376953,423.5
58.650001525878906,4.558000087738037,431.75
58.54999923706055,4.849999904632568,435.5
59.31999969482422,4.921000003814697,432.75
58.63999938964844,4.840000152587891,438.0
58.95000076293945,4.994999885559082,431.5
59.66999816894531,5.063000202178955,437.75
60.08000183105469,5.289000034332275,436.75
58.880001068115234,4.9120001792907715,436.25
58.25,4.573999881744385,440.75
58.459999084472656,4.59499979019165,434.75
57.599998474121094,4.230999946594238,435.25
57.439998626708984,4.11299991607666,431.5
56.81999969482422,4.01200008392334,439.75
55.27000045776367,3.885999917984009,436.5
55.939998626708984,4.02400016784668,440.5
56.150001525878906,3.9079999923706055,444.5
56.65999984741211,3.9839999675750732,443.75
58.0099983215332,3.9649999141693115,447.0
58.20000076293945,3.694999933242798,448.0
