Solar_Radiation (W/m2),Temperature (C),Energy_Generated_kWh
828.0,36.5,621.0
821.0,37.7,615.75
587.0,37.2,440.25
580.0,37.7,435.0
751.0,39.0,563.25
575.0,38.8,431.25
328.0,37.7,246.0
126.0,35.1,94.5
6.0,34.2,4.5
0.0,34.5,0.0
0.0,34.0,0.0
0.0,30.1,0.0
0.0,29.1,0.0
0.0,27.6,0.0
0.0,26.8,0.0
0.0,26.2,0.0
0.0,26.4,0.0
0.0,26.4,0.0
0.0,25.7,0.0
0.0,25.6,0.0
68.0,27.0,51.0
273.0,29.4,204.75
504.0,31.9,378.0
710.0,34.3,532.5
864.0,36.2,648.0
953.0,37.5,714.75
966.0,38.6,724.5
903.0,39.4,677.25
772.0,39.7,579.0
585.0,38.8,438.75
359.0,37.6,269.25
132.0,35.0,99.0
6.0,31.4,4.5
0.0,28.7,0.0
0.0,27.9,0.0
0.0,27.0,0.0
0.0,26.1,0.0
0.0,25.2,0.0
0.0,24.4,0.0
0.0,23.9,0.0
0.0,23.5,0.0
0.0,22.6,0.0
0.0,22.5,0.0
0.0,23.6,0.0
71.0,25.1,53.25
277.0,28.1,207.75
508.0,31.0,381.0
711.0,33.8,533.25
865.0,36.2,648.75
952.0,38.1,714.0
966.0,39.0,724.5
904.0,39.5,678.0
772.0,39.7,579.0
582.0,39.7,436.5
355.0,39.4,266.25
131.0,36.6,98.25
6.0,35.3,4.5
0.0,31.1,0.0
0.0,30.2,0.0
0.0,29.7,0.0
0.0,27.8,0.0
0.0,26.5,0.0
0.0,26.1,0.0
0.0,25.4,0.0
0.0,24.4,0.0
0.0,23.9,0.0
0.0,23.5,0.0
0.0,24.5,0.0
74.0,26.1,55.5
283.0,29.4,212.25
514.0,32.7,385.5
719.0,35.7,539.25
871.0,38.2,653.25
958.0,39.5,718.5
971.0,40.1,728.25
906.0,40.4,679.5
771.0,40.3,578.25
580.0,39.8,435.0
356.0,39.0,267.0
131.0,37.1,98.25
7.0,34.2,5.25
0.0,30.5,0.0
0.0,28.6,0.0
0.0,28.0,0.0
0.0,27.0,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.5,0.0
63.0,26.9,47.25
276.0,29.3,207.0
466.0,32.0,349.5
685.0,34.7,513.75
851.0,37.0,638.25
935.0,38.7,701.25
652.0,38.8,489.0
833.0,39.9,624.75
687.0,39.9,515.25
532.0,39.0,399.0
322.0,38.0,241.5
122.0,35.0,91.5
6.0,33.0,4.5
0.0,30.6,0.0
0.0,28.7,0.0
0.0,28.0,0.0
0.0,27.5,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.0,0.0
0.0,25.5,0.0
0.0,24.9,0.0
0.0,24.8,0.0
0.0,25.6,0.0
55.0,26.9,41.25
173.0,29.4,129.75
381.0,31.9,285.75
597.0,34.2,447.75
846.0,36.8,634.5
937.0,38.7,702.75
954.0,39.9,715.5
862.0,40.5,646.5
700.0,40.7,525.0
540.0,39.1,405.0
336.0,36.8,252.0
129.0,34.0,96.75
7.0,31.6,5.25
0.0,29.6,0.0
0.0,28.1,0.0
0.0,27.4,0.0
0.0,27.0,0.0
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,25.9,0.0
0.0,24.5,0.0
0.0,24.6,0.0
0.0,24.5,0.0
79.0,25.5,59.25
286.0,27.7,214.5
516.0,30.4,387.0
719.0,33.2,539.25
871.0,35.5,653.25
955.0,37.2,716.25
964.0,38.3,723.0
900.0,38.7,675.0
772.0,38.0,579.0
586.0,36.9,439.5
361.0,35.9,270.75
135.0,33.5,101.25
7.0,30.7,5.25
0.0,28.7,0.0
0.0,27.0,0.0
0.0,26.0,0.0
0.0,25.6,0.0
0.0,25.2,0.0
0.0,24.8,0.0
0.0,24.5,0.0
0.0,24.2,0.0
0.0,24.0,0.0
0.0,23.9,0.0
0.0,24.7,0.0
78.0,25.9,58.5
281.0,28.0,210.75
504.0,30.4,378.0
702.0,32.5,526.5
844.0,34.2,633.0
934.0,35.8,700.5
942.0,37.0,706.5
795.0,37.2,596.25
694.0,37.0,520.5
544.0,36.2,408.0
340.0,35.0,255.0
130.0,32.8,97.5
7.0,31.0,5.25
0.0,29.2,0.0
0.0,27.5,0.0
0.0,27.1,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,25.7,0.0
1.0,25.6,0.75
78.0,26.9,58.5
276.0,29.2,207.0
494.0,31.9,370.5
689.0,34.0,516.75
837.0,36.0,627.75
897.0,37.2,672.75
913.0,38.2,684.75
837.0,39.2,627.75
699.0,39.8,524.25
475.0,36.3,356.25
312.0,36.0,234.0
112.0,35.8,84.0
7.0,33.8,5.25
0.0,32.0,0.0
0.0,31.4,0.0
0.0,30.9,0.0
0.0,30.6,0.0
0.0,30.4,0.0
0.0,29.7,0.0
0.0,29.2,0.0
0.0,28.8,0.0
0.0,28.3,0.0
0.0,27.9,0.0
1.0,28.4,0.75
82.0,30.0,61.5
284.0,32.5,213.0
507.0,35.2,380.25
704.0,37.8,528.0
851.0,39.5,638.25
935.0,40.7,701.25
884.0,41.3,663.0
797.0,41.6,597.75
700.0,42.0,525.0
515.0,41.6,386.25
334.0,41.0,250.5
126.0,38.8,94.5
7.0,36.8,5.25
0.0,35.6,0.0
0.0,34.8,0.0
0.0,34.2,0.0
0.0,33.5,0.0
0.0,33.0,0.0
0.0,32.2,0.0
0.0,31.5,0.0
0.0,30.6,0.0
0.0,29.6,0.0
0.0,29.1,0.0
1.0,29.2,0.75
86.0,31.0,64.5
291.0,33.8,218.25
515.0,36.5,386.25
714.0,38.9,535.5
861.0,40.5,645.75
943.0,41.5,707.25
952.0,42.2,714.0
869.0,42.5,651.75
734.0,42.6,550.5
563.0,42.4,422.25
349.0,42.0,261.75
122.0,39.6,91.5
8.0,36.3,6.0
0.0,36.4,0.0
0.0,36.0,0.0
0.0,35.2,0.0
0.0,34.2,0.0
0.0,32.6,0.0
0.0,31.9,0.0
0.0,31.0,0.0
0.0,30.3,0.0
0.0,29.5,0.0
0.0,28.9,0.0
1.0,28.5,0.75
88.0,30.6,66.0
296.0,33.8,222.0
521.0,37.2,390.75
719.0,40.0,539.25
865.0,41.8,648.75
948.0,42.8,711.0
959.0,43.5,719.25
891.0,44.0,668.25
762.0,44.5,571.5
567.0,43.2,425.25
356.0,41.8,267.0
136.0,40.3,102.0
8.0,37.1,6.0
0.0,36.5,0.0
0.0,34.8,0.0
0.0,33.2,0.0
0.0,32.5,0.0
0.0,32.1,0.0
0.0,31.4,0.0
0.0,30.1,0.0
0.0,29.2,0.0
0.0,27.9,0.0
0.0,27.0,0.0
1.0,28.1,0.75
91.0,29.8,68.25
297.0,33.2,222.75
520.0,36.3,390.0
724.0,38.5,543.0
870.0,40.0,652.5
946.0,41.3,709.5
960.0,42.2,720.0
895.0,43.0,671.25
762.0,43.2,571.5
575.0,42.2,431.25
355.0,41.2,266.25
134.0,39.4,100.5
8.0,36.0,6.0
0.0,35.0,0.0
0.0,31.9,0.0
0.0,31.5,0.0
0.0,30.9,0.0
0.0,30.8,0.0
0.0,30.6,0.0
0.0,30.8,0.0
0.0,30.6,0.0
0.0,30.1,0.0
0.0,29.0,0.0
1.0,30.5,0.75
85.0,31.6,63.75
267.0,33.6,200.25
486.0,35.8,364.5
656.0,37.4,492.0
814.0,38.7,610.5
816.0,39.3,612.0
905.0,40.5,678.75
811.0,40.7,608.25
648.0,40.6,486.0
468.0,39.8,351.0
286.0,38.8,214.5
130.0,37.6,97.5
8.0,35.3,6.0
0.0,35.1,0.0
0.0,33.2,0.0
0.0,31.8,0.0
0.0,31.1,0.0
0.0,30.6,0.0
0.0,30.4,0.0
0.0,29.8,0.0
0.0,29.7,0.0
0.0,29.3,0.0
0.0,28.0,0.0
2.0,28.2,1.5
94.0,29.2,70.5
303.0,30.8,227.25
528.0,32.9,396.0
724.0,35.2,543.0
872.0,37.0,654.0
954.0,38.5,715.5
961.0,39.5,720.75
899.0,40.0,674.25
768.0,39.6,576.0
580.0,38.7,435.0
354.0,38.2,265.5
136.0,36.5,102.0
9.0,33.8,6.75
0.0,33.0,0.0
0.0,31.0,0.0
0.0,29.8,0.0
0.0,29.1,0.0
0.0,29.0,0.0
0.0,28.4,0.0
0.0,27.5,0.0
0.0,27.1,0.0
0.0,27.4,0.0
0.0,27.5,0.0
2.0,28.1,1.5
72.0,28.9,54.0
234.0,30.1,175.5
444.0,32.1,333.0
641.0,34.0,480.75
783.0,35.8,587.25
889.0,37.6,666.75
915.0,38.9,686.25
870.0,39.5,652.5
722.0,39.4,541.5
538.0,38.6,403.5
335.0,38.0,251.25
127.0,35.5,95.25
9.0,33.4,6.75
0.0,32.7,0.0
0.0,31.0,0.0
0.0,29.5,0.0
0.0,28.8,0.0
0.0,28.8,0.0
0.0,28.5,0.0
0.0,28.7,0.0
0.0,28.3,0.0
0.0,27.6,0.0
0.0,27.7,0.0
2.0,27.6,1.5
80.0,28.2,60.0
237.0,29.6,177.75
452.0,31.8,339.0
655.0,34.0,491.25
772.0,35.6,579.0
861.0,37.0,645.75
910.0,38.0,682.5
830.0,38.7,622.5
741.0,38.7,555.75
572.0,38.4,429.0
359.0,38.0,269.25
132.0,35.7,99.0
9.0,34.8,6.75
0.0,31.2,0.0
0.0,30.6,0.0
0.0,28.6,0.0
0.0,27.6,0.0
0.0,26.9,0.0
0.0,26.0,0.0
0.0,25.5,0.0
0.0,24.9,0.0
0.0,24.8,0.0
0.0,24.8,0.0
2.0,25.7,1.5
100.0,27.9,75.0
310.0,30.2,232.5
533.0,32.6,399.75
728.0,34.7,546.0
874.0,36.7,655.5
955.0,38.2,716.25
917.0,39.2,687.75
858.0,40.0,643.5
761.0,40.2,570.75
573.0,39.5,429.75
361.0,38.5,270.75
142.0,36.8,106.5
10.0,33.8,7.5
0.0,31.9,0.0
0.0,30.0,0.0
0.0,29.0,0.0
0.0,28.4,0.0
0.0,27.8,0.0
0.0,27.2,0.0
0.0,26.7,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,25.2,0.0
3.0,26.3,2.25
102.0,28.0,76.5
310.0,30.5,232.5
533.0,33.0,399.75
726.0,35.2,544.5
870.0,37.3,652.5
946.0,39.0,709.5
881.0,40.0,660.75
842.0,41.0,631.5
726.0,41.5,544.5
529.0,40.9,396.75
333.0,39.6,249.75
140.0,37.8,105.0
10.0,35.5,7.5
0.0,33.8,0.0
0.0,31.4,0.0
0.0,30.2,0.0
0.0,29.8,0.0
0.0,29.7,0.0
0.0,29.5,0.0
0.0,28.5,0.0
0.0,27.5,0.0
0.0,27.2,0.0
0.0,27.1,0.0
3.0,28.0,2.25
102.0,29.4,76.5
310.0,31.8,232.5
531.0,33.8,398.25
729.0,35.9,546.75
865.0,37.8,648.75
930.0,39.2,697.5
939.0,40.3,704.25
877.0,41.0,657.75
754.0,41.1,565.5
541.0,40.3,405.75
345.0,39.3,258.75
120.0,38.5,90.0
9.0,36.1,6.75
0.0,34.2,0.0
0.0,32.0,0.0
0.0,31.0,0.0
0.0,30.4,0.0
0.0,29.9,0.0
0.0,29.4,0.0
0.0,29.0,0.0
0.0,28.5,0.0
0.0,28.0,0.0
0.0,28.1,0.0
3.0,28.7,2.25
92.0,30.6,69.0
281.0,32.1,210.75
516.0,33.7,387.0
621.0,35.3,465.75
668.0,36.2,501.0
906.0,38.0,679.5
954.0,39.2,715.5
871.0,40.5,653.25
757.0,41.2,567.75
553.0,40.3,414.75
356.0,39.2,267.0
140.0,37.0,105.0
10.0,33.8,7.5
0.0,32.5,0.0
0.0,31.8,0.0
0.0,31.3,0.0
0.0,31.3,0.0
0.0,29.5,0.0
0.0,28.3,0.0
0.0,27.7,0.0
0.0,27.4,0.0
0.0,26.7,0.0
0.0,26.8,0.0
3.0,27.3,2.25
104.0,29.5,78.0
307.0,32.2,230.25
527.0,34.5,395.25
721.0,36.7,540.75
854.0,38.5,640.5
937.0,40.0,702.75
936.0,41.0,702.0
877.0,41.8,657.75
728.0,42.0,546.0
550.0,41.3,412.5
335.0,40.2,251.25
133.0,39.0,99.75
11.0,36.7,8.25
0.0,35.2,0.0
0.0,34.2,0.0
0.0,33.5,0.0
0.0,33.7,0.0
0.0,31.4,0.0
0.0,30.3,0.0
0.0,30.9,0.0
0.0,31.1,0.0
0.0,30.4,0.0
0.0,29.5,0.0
4.0,29.4,3.0
106.0,31.2,79.5
299.0,33.4,224.25
530.0,35.8,397.5
724.0,37.8,543.0
859.0,39.5,644.25
952.0,40.7,714.0
958.0,41.5,718.5
893.0,42.2,669.75
758.0,42.7,568.5
483.0,42.0,362.25
306.0,40.7,229.5
135.0,38.5,101.25
11.0,36.2,8.25
0.0,34.4,0.0
0.0,32.5,0.0
0.0,31.8,0.0
0.0,30.6,0.0
0.0,30.1,0.0
0.0,29.2,0.0
0.0,28.0,0.0
0.0,27.5,0.0
0.0,28.1,0.0
0.0,28.2,0.0
4.0,29.4,3.0
111.0,31.2,83.25
320.0,33.3,240.0
542.0,35.8,406.5
736.0,38.2,552.0
879.0,39.6,659.25
957.0,40.5,717.75
966.0,41.3,724.5
903.0,41.5,677.25
772.0,41.5,579.0
586.0,41.2,439.5
367.0,40.5,275.25
147.0,38.0,110.25
11.0,35.2,8.25
0.0,33.2,0.0
0.0,34.2,0.0
0.0,32.3,0.0
0.0,30.6,0.0
0.0,29.5,0.0
0.0,28.7,0.0
0.0,28.2,0.0
0.0,27.9,0.0
0.0,27.6,0.0
0.0,28.0,0.0
4.0,29.1,3.0
113.0,31.1,84.75
323.0,33.3,242.25
545.0,36.0,408.75
738.0,38.3,553.5
881.0,39.7,660.75
960.0,40.7,720.0
968.0,41.5,726.0
903.0,41.9,677.25
773.0,41.4,579.75
587.0,40.8,440.25
365.0,40.1,273.75
147.0,38.0,110.25
12.0,34.2,9.0
0.0,32.9,0.0
0.0,32.8,0.0
0.0,31.5,0.0
0.0,30.4,0.0
0.0,29.7,0.0
0.0,29.0,0.0
0.0,28.2,0.0
0.0,27.5,0.0
0.0,26.4,0.0
0.0,26.2,0.0
5.0,27.1,3.75
118.0,29.8,88.5
335.0,32.1,251.25
562.0,34.6,421.5
759.0,36.9,569.25
906.0,38.8,679.5
987.0,40.0,740.25
994.0,40.9,745.5
930.0,41.1,697.5
797.0,41.0,597.75
604.0,40.8,453.0
373.0,40.5,279.75
153.0,36.7,114.75
12.0,33.1,9.0
0.0,30.9,0.0
0.0,29.9,0.0
0.0,29.5,0.0
0.0,28.7,0.0
0.0,27.7,0.0
0.0,27.1,0.0
0.0,26.6,0.0
0.0,25.3,0.0
0.0,24.4,0.0
0.0,24.0,0.0
5.0,25.3,3.75
121.0,27.5,90.75
340.0,30.6,255.0
569.0,33.3,426.75
768.0,35.7,576.0
914.0,37.7,685.5
994.0,38.9,745.5
995.0,39.8,746.25
920.0,40.5,690.0
781.0,40.7,585.75
598.0,40.0,448.5
370.0,38.9,277.5
141.0,36.7,105.75
12.0,33.3,9.0
0.0,30.8,0.0
0.0,29.2,0.0
0.0,28.2,0.0
0.0,27.8,0.0
0.0,27.1,0.0
0.0,26.6,0.0
0.0,26.4,0.0
0.0,26.0,0.0
0.0,25.6,0.0
0.0,25.1,0.0
5.0,26.4,3.75
119.0,28.4,89.25
328.0,31.4,246.0
550.0,33.8,412.5
749.0,36.2,561.75
895.0,38.3,671.25
974.0,40.0,730.5
981.0,41.0,735.75
914.0,41.7,685.5
780.0,42.0,585.0
593.0,41.5,444.75
370.0,41.0,277.5
155.0,38.3,116.25
13.0,35.0,9.75
0.0,31.2,0.0
0.0,29.8,0.0
0.0,29.0,0.0
0.0,28.6,0.0
0.0,28.0,0.0
0.0,27.0,0.0
0.0,26.5,0.0
0.0,26.0,0.0
0.0,25.7,0.0
0.0,25.4,0.0
6.0,26.8,4.5
119.0,29.1,89.25
317.0,31.5,237.75
534.0,33.8,400.5
735.0,36.3,551.25
870.0,38.5,652.5
920.0,40.5,690.0
935.0,42.2,701.25
887.0,42.6,665.25
762.0,42.5,571.5
577.0,42.2,432.75
358.0,41.5,268.5
144.0,39.5,108.0
13.0,35.3,9.75
0.0,31.5,0.0
0.0,31.2,0.0
0.0,30.8,0.0
0.0,30.7,0.0
0.0,30.5,0.0
0.0,29.9,0.0
0.0,29.5,0.0
0.0,29.1,0.0
0.0,28.6,0.0
0.0,28.8,0.0
6.0,29.8,4.5
112.0,32.0,84.0
317.0,33.8,237.75
536.0,35.8,402.0
723.0,38.0,542.25
835.0,39.3,626.25
944.0,40.7,708.0
946.0,41.4,709.5
884.0,41.8,663.0
696.0,41.5,522.0
550.0,41.4,412.5
300.0,39.5,225.0
141.0,37.5,105.75
13.0,34.8,9.75
0.0,33.0,0.0
0.0,32.2,0.0
0.0,31.9,0.0
0.0,31.5,0.0
0.0,31.0,0.0
0.0,30.4,0.0
0.0,29.8,0.0
0.0,29.4,0.0
0.0,29.2,0.0
0.0,29.1,0.0
6.0,29.4,4.5
119.0,30.0,89.25
328.0,31.2,246.0
547.0,33.0,410.25
736.0,35.0,552.0
878.0,37.0,658.5
956.0,38.7,717.0
963.0,40.0,722.25
899.0,40.4,674.25
769.0,40.6,576.75
585.0,40.6,438.75
366.0,40.7,274.5
150.0,35.7,112.5
14.0,33.2,10.5
0.0,31.1,0.0
0.0,29.9,0.0
0.0,29.5,0.0
0.0,29.0,0.0
0.0,28.3,0.0
0.0,28.0,0.0
0.0,27.7,0.0
0.0,27.5,0.0
0.0,27.1,0.0
0.0,26.8,0.0
7.0,27.9,5.25
123.0,29.5,92.25
330.0,32.1,247.5
546.0,34.2,409.5
734.0,36.5,550.5
874.0,38.7,655.5
952.0,40.2,714.0
959.0,41.1,719.25
850.0,41.3,637.5
735.0,41.4,551.25
549.0,41.0,411.75
354.0,39.8,265.5
149.0,34.5,111.75
14.0,31.4,10.5
0.0,29.4,0.0
0.0,28.5,0.0
0.0,28.4,0.0
0.0,28.1,0.0
0.0,27.8,0.0
0.0,27.6,0.0
0.0,27.7,0.0
0.0,27.6,0.0
0.0,27.4,0.0
0.0,27.4,0.0
7.0,28.4,5.25
120.0,29.8,90.0
325.0,32.0,243.75
540.0,34.2,405.0
727.0,36.3,545.25
863.0,38.3,647.25
938.0,40.0,703.5
911.0,40.9,683.25
786.0,41.0,589.5
730.0,41.1,547.5
533.0,40.5,399.75
345.0,38.0,258.75
152.0,34.5,114.0
15.0,31.9,11.25
0.0,30.5,0.0
0.0,29.5,0.0
0.0,29.5,0.0
0.0,29.0,0.0
0.0,28.6,0.0
0.0,28.2,0.0
0.0,27.9,0.0
0.0,27.6,0.0
0.0,27.4,0.0
0.0,27.2,0.0
7.0,28.4,5.25
121.0,29.7,90.75
324.0,32.0,243.0
538.0,34.4,403.5
700.0,36.7,525.0
828.0,38.8,621.0
744.0,39.2,558.0
921.0,40.7,690.75
873.0,40.9,654.75
692.0,40.2,519.0
530.0,39.1,397.5
332.0,37.7,249.0
147.0,36.0,110.25
14.0,33.4,10.5
0.0,31.5,0.0
0.0,30.2,0.0
0.0,29.6,0.0
0.0,29.0,0.0
0.0,28.6,0.0
0.0,28.4,0.0
0.0,28.1,0.0
0.0,27.7,0.0
0.0,27.4,0.0
0.0,27.1,0.0
8.0,28.2,6.0
123.0,29.6,92.25
328.0,31.5,246.0
541.0,33.6,405.75
726.0,35.6,544.5
862.0,37.2,646.5
936.0,38.5,702.0
943.0,39.5,707.25
880.0,39.9,660.0
753.0,39.8,564.75
572.0,38.7,429.0
359.0,36.9,269.25
150.0,35.2,112.5
15.0,33.1,11.25
0.0,31.0,0.0
0.0,29.8,0.0
0.0,29.1,0.0
0.0,28.8,0.0
0.0,28.5,0.0
0.0,28.0,0.0
0.0,27.9,0.0
0.0,27.8,0.0
0.0,27.6,0.0
0.0,27.4,0.0
8.0,28.2,6.0
122.0,29.9,91.5
325.0,32.0,243.75
536.0,34.0,402.0
719.0,35.8,539.25
858.0,37.5,643.5
919.0,39.2,689.25
914.0,40.2,685.5
833.0,40.5,624.75
665.0,40.6,498.75
550.0,40.3,412.5
353.0,39.4,264.75
133.0,38.7,99.75
15.0,35.0,11.25
0.0,32.8,0.0
0.0,32.0,0.0
0.0,31.8,0.0
0.0,31.5,0.0
0.0,30.7,0.0
0.0,30.5,0.0
0.0,30.5,0.0
0.0,30.0,0.0
0.0,29.6,0.0
0.0,29.4,0.0
8.0,29.3,6.0
122.0,30.6,91.5
321.0,32.6,240.75
538.0,34.6,403.5
709.0,36.6,531.75
832.0,38.2,624.0
853.0,39.5,639.75
834.0,40.5,625.5
803.0,34.8,602.25
404.0,36.2,303.0
483.0,38.1,362.25
336.0,38.0,252.0
146.0,38.8,109.5
16.0,35.9,12.0
0.0,34.2,0.0
0.0,32.5,0.0
0.0,31.5,0.0
0.0,30.8,0.0
0.0,30.2,0.0
0.0,29.8,0.0
0.0,29.5,0.0
0.0,29.5,0.0
0.0,29.4,0.0
0.0,30.0,0.0
8.0,30.1,6.0
117.0,31.6,87.75
300.0,33.3,225.0
518.0,34.8,388.5
525.0,33.7,393.75
581.0,35.9,435.75
905.0,36.9,678.75
573.0,33.1,429.75
455.0,34.2,341.25
552.0,36.4,414.0
486.0,37.0,364.5
347.0,36.8,260.25
148.0,37.2,111.0
15.0,36.0,11.25
0.0,34.7,0.0
0.0,33.4,0.0
0.0,32.7,0.0
0.0,31.6,0.0
0.0,30.6,0.0
0.0,30.0,0.0
0.0,29.6,0.0
0.0,29.1,0.0
0.0,28.7,0.0
0.0,28.3,0.0
8.0,27.5,6.0
115.0,29.2,86.25
322.0,32.0,241.5
514.0,34.6,385.5
715.0,37.0,536.25
846.0,39.0,634.5
920.0,40.3,690.0
920.0,40.9,690.0
671.0,38.8,503.25
551.0,39.8,413.25
494.0,38.3,370.5
303.0,38.5,227.25
147.0,39.7,110.25
16.0,36.8,12.0
0.0,35.8,0.0
0.0,35.3,0.0
0.0,34.3,0.0
0.0,32.8,0.0
0.0,31.7,0.0
0.0,32.0,0.0
0.0,31.2,0.0
0.0,29.1,0.0
0.0,28.4,0.0
0.0,28.4,0.0
9.0,29.6,6.75
128.0,31.6,96.0
329.0,34.7,246.75
548.0,38.0,411.0
729.0,40.1,546.75
866.0,41.2,649.5
926.0,42.0,694.5
939.0,43.0,704.25
708.0,42.4,531.0
584.0,42.5,438.0
416.0,40.6,312.0
280.0,40.8,210.0
150.0,38.2,112.5
16.0,36.3,12.0
0.0,34.5,0.0
0.0,33.8,0.0
0.0,32.8,0.0
0.0,32.0,0.0
0.0,30.9,0.0
0.0,30.3,0.0
0.0,29.5,0.0
0.0,30.6,0.0
0.0,29.0,0.0
0.0,28.4,0.0
7.0,29.9,5.25
90.0,31.5,67.5
292.0,34.7,219.0
491.0,37.3,368.25
725.0,39.4,543.75
862.0,40.5,646.5
844.0,41.7,633.0
785.0,42.2,588.75
701.0,41.9,525.75
721.0,41.6,540.75
514.0,41.5,385.5
352.0,41.1,264.0
146.0,39.8,109.5
17.0,38.3,12.75
0.0,35.2,0.0
0.0,34.3,0.0
0.0,33.5,0.0
0.0,32.9,0.0
0.0,32.2,0.0
0.0,31.1,0.0
0.0,30.5,0.0
0.0,29.6,0.0
0.0,29.0,0.0
0.0,28.7,0.0
9.0,30.0,6.75
121.0,31.8,90.75
306.0,34.4,229.5
533.0,36.8,399.75
723.0,38.8,542.25
860.0,40.5,645.0
912.0,42.0,684.0
912.0,42.9,684.0
783.0,42.0,587.25
644.0,41.8,483.0
495.0,41.8,371.25
348.0,42.5,261.0
141.0,39.0,105.75
16.0,35.2,12.0
0.0,34.0,0.0
0.0,32.8,0.0
0.0,31.8,0.0
0.0,31.1,0.0
0.0,30.6,0.0
0.0,30.0,0.0
0.0,29.4,0.0
0.0,29.0,0.0
0.0,28.6,0.0
0.0,28.2,0.0
10.0,29.8,7.5
129.0,31.2,96.75
333.0,33.6,249.75
545.0,36.4,408.75
727.0,39.2,545.25
863.0,41.5,647.25
917.0,43.2,687.75
839.0,44.0,629.25
851.0,45.0,638.25
688.0,45.2,516.0
445.0,44.7,333.75
335.0,44.4,251.25
150.0,40.5,112.5
16.0,37.0,12.0
0.0,34.7,0.0
0.0,32.9,0.0
0.0,32.2,0.0
0.0,31.8,0.0
0.0,31.4,0.0
0.0,31.0,0.0
0.0,30.5,0.0
0.0,30.1,0.0
0.0,29.5,0.0
0.0,29.0,0.0
9.0,30.2,6.75
112.0,32.0,84.0
326.0,35.0,244.5
548.0,38.0,411.0
733.0,40.2,549.75
870.0,42.0,652.5
945.0,42.8,708.75
954.0,43.7,715.5
866.0,44.0,649.5
718.0,44.7,538.5
583.0,45.1,437.25
324.0,43.7,243.0
158.0,39.5,118.5
19.0,36.4,14.25
0.0,34.0,0.0
0.0,32.8,0.0
0.0,31.9,0.0
0.0,31.3,0.0
0.0,30.9,0.0
0.0,30.8,0.0
0.0,30.9,0.0
0.0,32.5,0.0
0.0,32.5,0.0
0.0,30.8,0.0
10.0,30.5,7.5
132.0,32.6,99.0
334.0,35.0,250.5
548.0,36.8,411.0
733.0,38.8,549.75
869.0,41.0,651.75
943.0,42.8,707.25
950.0,43.8,712.5
856.0,44.2,642.0
706.0,44.5,529.5
570.0,44.5,427.5
371.0,44.2,278.25
161.0,39.5,120.75
19.0,35.0,14.25
0.0,33.5,0.0
0.0,32.8,0.0
0.0,32.0,0.0
0.0,31.4,0.0
0.0,30.9,0.0
0.0,30.4,0.0
0.0,30.2,0.0
0.0,29.9,0.0
0.0,29.2,0.0
0.0,28.6,0.0
10.0,30.0,7.5
114.0,32.0,85.5
251.0,34.6,188.25
460.0,36.8,345.0
693.0,38.8,519.75
857.0,40.7,642.75
922.0,42.5,691.5
936.0,44.1,702.0
883.0,45.1,662.25
769.0,45.5,576.75
588.0,45.4,441.0
376.0,44.8,282.0
163.0,41.8,122.25
20.0,39.8,15.0
0.0,35.2,0.0
0.0,33.7,0.0
0.0,32.8,0.0
0.0,32.5,0.0
0.0,32.2,0.0
0.0,32.3,0.0
0.0,32.5,0.0
0.0,30.8,0.0
0.0,30.3,0.0
0.0,29.8,0.0
10.0,30.6,7.5
98.0,32.5,73.5
232.0,35.0,174.0
406.0,36.8,304.5
646.0,39.0,484.5
814.0,41.2,610.5
880.0,42.9,660.0
938.0,44.7,703.5
732.0,45.1,549.0
732.0,45.2,549.0
560.0,44.7,420.0
366.0,44.3,274.5
159.0,41.7,119.25
20.0,38.3,15.0
0.0,35.9,0.0
0.0,33.5,0.0
0.0,33.0,0.0
0.0,32.2,0.0
0.0,31.9,0.0
0.0,31.4,0.0
0.0,31.1,0.0
0.0,30.9,0.0
0.0,30.3,0.0
0.0,29.5,0.0
11.0,30.4,8.25
134.0,33.0,100.5
340.0,35.7,255.0
552.0,37.6,414.0
736.0,39.6,552.0
870.0,41.6,652.5
947.0,43.5,710.25
956.0,44.7,717.0
899.0,44.7,674.25
757.0,46.2,567.75
584.0,45.2,438.0
372.0,40.7,279.0
163.0,36.5,122.25
20.0,34.3,15.0
0.0,33.2,0.0
0.0,32.7,0.0
0.0,32.0,0.0
0.0,31.4,0.0
0.0,30.8,0.0
0.0,30.4,0.0
0.0,29.9,0.0
0.0,29.4,0.0
0.0,28.8,0.0
0.0,28.2,0.0
11.0,29.8,8.25
134.0,32.2,100.5
340.0,34.5,255.0
553.0,36.5,414.75
738.0,38.8,553.5
873.0,41.2,654.75
948.0,43.1,711.0
961.0,44.0,720.75
898.0,44.4,673.5
768.0,44.3,576.0
588.0,43.2,441.0
376.0,41.2,282.0
165.0,37.0,123.75
21.0,34.5,15.75
0.0,33.2,0.0
0.0,31.9,0.0
