Solar_Radiation (W/m2),Temperature (C),Energy_Generated_kWh
44.0,26.4,33.0
221.0,28.3,165.75
427.0,30.2,320.25
607.0,32.0,455.25
732.0,33.0,549.0
786.0,33.7,589.5
777.0,34.0,582.75
652.0,34.2,489.0
469.0,33.8,351.75
333.0,33.2,249.75
135.0,31.8,101.25
12.0,30.0,9.0
0.0,30.5,0.0
0.0,29.1,0.0
0.0,29.1,0.0
0.0,28.4,0.0
0.0,28.3,0.0
0.0,27.6,0.0
0.0,27.1,0.0
0.0,26.5,0.0
0.0,26.6,0.0
0.0,26.7,0.0
0.0,26.9,0.0
0.0,27.6,0.0
27.0,28.0,20.25
164.0,29.2,123.0
409.0,31.2,306.75
586.0,32.3,439.5
719.0,33.0,539.25
666.0,33.5,499.5
723.0,34.0,542.25
635.0,33.8,476.25
478.0,33.3,358.5
296.0,31.9,222.0
132.0,31.3,99.0
18.0,30.0,13.5
0.0,29.6,0.0
0.0,30.0,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.4,0.0
0.0,25.3,0.0
0.0,25.2,0.0
0.0,25.7,0.0
35.0,26.3,26.25
181.0,27.5,135.75
405.0,29.0,303.75
582.0,30.4,436.5
685.0,31.2,513.75
714.0,31.7,535.5
718.0,32.1,538.5
622.0,32.2,466.5
245.0,28.0,183.75
73.0,26.5,54.75
35.0,26.4,26.25
15.0,26.1,11.25
0.0,25.5,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,25.3,0.0
0.0,25.4,0.0
0.0,25.0,0.0
0.0,24.4,0.0
0.0,24.2,0.0
0.0,24.0,0.0
0.0,24.0,0.0
0.0,24.1,0.0
0.0,24.3,0.0
35.0,25.1,26.25
184.0,26.6,138.0
375.0,28.0,281.25
430.0,29.1,322.5
590.0,30.2,442.5
581.0,30.8,435.75
607.0,31.0,455.25
617.0,31.2,462.75
486.0,31.1,364.5
340.0,31.0,255.0
128.0,28.4,96.0
17.0,28.2,12.75
0.0,27.2,0.0
0.0,26.4,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.5,0.0
0.0,25.6,0.0
0.0,25.4,0.0
0.0,25.3,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,24.9,0.0
0.0,25.9,0.0
26.0,24.8,19.5
49.0,24.1,36.75
261.0,25.7,195.75
479.0,27.5,359.25
586.0,29.0,439.5
549.0,29.8,411.75
558.0,30.4,418.5
390.0,30.5,292.5
514.0,30.9,385.5
344.0,30.1,258.0
144.0,29.8,108.0
17.0,29.6,12.75
0.0,27.8,0.0
0.0,27.6,0.0
0.0,26.5,0.0
0.0,25.9,0.0
0.0,25.1,0.0
0.0,24.6,0.0
0.0,24.5,0.0
0.0,24.3,0.0
0.0,23.3,0.0
0.0,23.4,0.0
0.0,23.3,0.0
0.0,23.8,0.0
40.0,24.4,30.0
214.0,25.7,160.5
419.0,27.4,314.25
597.0,29.0,447.75
725.0,30.1,543.75
779.0,31.1,584.25
752.0,31.5,564.0
666.0,31.5,499.5
514.0,31.6,385.5
310.0,30.7,232.5
108.0,29.5,81.0
15.0,28.6,11.25
0.0,27.8,0.0
0.0,27.1,0.0
0.0,26.4,0.0
0.0,26.9,0.0
0.0,25.8,0.0
0.0,25.4,0.0
0.0,25.1,0.0
0.0,24.8,0.0
0.0,24.6,0.0
0.0,24.4,0.0
0.0,24.2,0.0
0.0,25.1,0.0
39.0,26.0,29.25
211.0,27.5,158.25
418.0,29.2,313.5
597.0,30.9,447.75
707.0,31.7,530.25
722.0,32.0,541.5
732.0,32.2,549.0
663.0,32.2,497.25
537.0,32.2,402.75
353.0,31.8,264.75
155.0,30.5,116.25
16.0,28.6,12.0
0.0,27.8,0.0
0.0,27.2,0.0
0.0,26.6,0.0
0.0,26.2,0.0
0.0,25.4,0.0
0.0,24.8,0.0
0.0,24.1,0.0
0.0,23.8,0.0
0.0,23.5,0.0
0.0,23.5,0.0
0.0,23.0,0.0
0.0,24.0,0.0
40.0,25.1,30.0
215.0,27.0,161.25
423.0,29.1,317.25
603.0,31.0,452.25
733.0,32.3,549.75
788.0,33.2,591.0
696.0,33.3,522.0
624.0,33.5,468.0
557.0,33.5,417.75
370.0,32.5,277.5
153.0,30.2,114.75
16.0,28.2,12.0
0.0,28.2,0.0
0.0,27.4,0.0
0.0,25.5,0.0
0.0,24.5,0.0
0.0,23.9,0.0
0.0,23.5,0.0
0.0,23.3,0.0
0.0,22.7,0.0
0.0,22.9,0.0
0.0,22.7,0.0
0.0,22.0,0.0
0.0,22.5,0.0
40.0,23.5,30.0
220.0,25.4,165.0
433.0,27.5,324.75
617.0,29.5,462.75
748.0,31.3,561.0
811.0,32.4,608.25
802.0,33.1,601.5
723.0,33.2,542.25
577.0,32.8,432.75
380.0,31.9,285.0
165.0,29.5,123.75
16.0,27.1,12.0
0.0,25.6,0.0
0.0,26.0,0.0
0.0,27.0,0.0
0.0,26.6,0.0
0.0,23.4,0.0
0.0,22.5,0.0
0.0,21.4,0.0
0.0,21.3,0.0
0.0,20.5,0.0
0.0,19.9,0.0
0.0,20.0,0.0
0.0,21.6,0.0
39.0,23.5,29.25
219.0,25.9,164.25
431.0,28.0,323.25
616.0,29.8,462.0
747.0,31.0,560.25
810.0,32.0,607.5
798.0,32.8,598.5
713.0,33.1,534.75
566.0,33.0,424.5
371.0,32.2,278.25
160.0,30.0,120.0
15.0,27.2,11.25
0.0,26.5,0.0
0.0,25.5,0.0
0.0,25.5,0.0
0.0,27.5,0.0
0.0,25.1,0.0
0.0,24.4,0.0
0.0,23.5,0.0
0.0,23.0,0.0
0.0,22.8,0.0
0.0,23.9,0.0
0.0,22.4,0.0
0.0,22.7,0.0
38.0,23.9,28.5
214.0,26.1,160.5
423.0,28.1,317.25
605.0,29.8,453.75
733.0,31.1,549.75
795.0,32.2,596.25
784.0,32.8,588.0
703.0,33.1,527.25
558.0,33.1,418.5
367.0,32.4,275.25
157.0,30.4,117.75
14.0,27.9,10.5
0.0,26.8,0.0
0.0,26.2,0.0
0.0,27.6,0.0
0.0,27.3,0.0
0.0,24.2,0.0
0.0,23.2,0.0
0.0,25.0,0.0
0.0,22.6,0.0
0.0,21.9,0.0
0.0,21.0,0.0
0.0,21.0,0.0
0.0,21.8,0.0
37.0,23.4,27.75
213.0,26.6,159.75
422.0,28.8,316.5
603.0,30.4,452.25
732.0,31.6,549.0
794.0,32.6,595.5
784.0,33.2,588.0
702.0,33.4,526.5
556.0,33.4,417.0
363.0,33.1,272.25
154.0,32.7,115.5
13.0,31.5,9.75
0.0,27.4,0.0
0.0,26.4,0.0
0.0,25.0,0.0
0.0,24.1,0.0
0.0,23.9,0.0
0.0,23.8,0.0
0.0,23.6,0.0
0.0,23.4,0.0
0.0,23.2,0.0
0.0,23.1,0.0
0.0,23.0,0.0
0.0,23.7,0.0
35.0,24.9,26.25
205.0,27.2,153.75
410.0,29.4,307.5
589.0,31.0,441.75
716.0,32.3,537.0
778.0,33.3,583.5
748.0,34.0,561.0
648.0,34.4,486.0
472.0,34.6,354.0
327.0,34.2,245.25
133.0,31.7,99.75
12.0,31.1,9.0
0.0,30.5,0.0
0.0,27.4,0.0
0.0,26.9,0.0
0.0,25.6,0.0
0.0,25.2,0.0
0.0,24.8,0.0
0.0,24.5,0.0
0.0,24.5,0.0
0.0,24.2,0.0
0.0,23.8,0.0
0.0,23.5,0.0
0.0,24.0,0.0
35.0,24.9,26.25
204.0,27.5,153.0
410.0,29.5,307.5
591.0,31.2,443.25
718.0,32.6,538.5
775.0,33.7,581.25
701.0,34.3,525.75
653.0,34.5,489.75
544.0,34.5,408.0
357.0,33.5,267.75
150.0,31.3,112.5
12.0,29.2,9.0
0.0,28.3,0.0
0.0,26.9,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.0,0.0
0.0,24.1,0.0
0.0,23.3,0.0
0.0,22.9,0.0
0.0,23.0,0.0
0.0,21.9,0.0
0.0,21.2,0.0
0.0,21.9,0.0
35.0,23.3,26.25
207.0,26.1,155.25
415.0,29.2,311.25
595.0,31.8,446.25
724.0,33.5,543.0
786.0,34.5,589.5
777.0,35.0,582.75
696.0,34.8,522.0
550.0,34.5,412.5
357.0,33.9,267.75
149.0,31.1,111.75
11.0,28.8,8.25
0.0,27.1,0.0
0.0,25.8,0.0
0.0,26.9,0.0
0.0,26.1,0.0
0.0,25.2,0.0
0.0,24.6,0.0
0.0,23.9,0.0
0.0,22.7,0.0
0.0,22.8,0.0
0.0,21.9,0.0
0.0,21.2,0.0
0.0,21.9,0.0
34.0,23.4,25.5
206.0,26.3,154.5
415.0,29.7,311.25
596.0,32.2,447.0
725.0,33.6,543.75
786.0,34.5,589.5
775.0,35.0,581.25
692.0,35.0,519.0
547.0,34.8,410.25
356.0,33.8,267.0
148.0,31.2,111.0
11.0,29.2,8.25
0.0,27.4,0.0
0.0,25.8,0.0
0.0,24.8,0.0
0.0,24.2,0.0
0.0,26.6,0.0
0.0,22.8,0.0
0.0,21.8,0.0
0.0,21.4,0.0
0.0,21.0,0.0
0.0,21.0,0.0
0.0,20.5,0.0
0.0,21.1,0.0
33.0,23.0,24.75
204.0,25.7,153.0
412.0,28.6,309.0
593.0,31.2,444.75
722.0,32.8,541.5
784.0,33.7,588.0
773.0,34.2,579.75
690.0,34.3,517.5
545.0,34.2,408.75
352.0,33.2,264.0
144.0,30.4,108.0
10.0,28.0,7.5
0.0,27.1,0.0
0.0,26.0,0.0
0.0,25.1,0.0
0.0,24.0,0.0
0.0,23.8,0.0
0.0,23.0,0.0
0.0,22.7,0.0
0.0,22.5,0.0
0.0,22.3,0.0
0.0,22.0,0.0
0.0,21.6,0.0
0.0,22.0,0.0
32.0,23.6,24.0
200.0,26.0,150.0
406.0,28.6,304.5
586.0,31.1,439.5
713.0,32.8,534.75
773.0,33.8,579.75
748.0,34.3,561.0
631.0,34.5,473.25
447.0,34.3,335.25
325.0,33.7,243.75
140.0,31.2,105.0
10.0,29.5,7.5
0.0,28.6,0.0
0.0,27.4,0.0
0.0,26.5,0.0
0.0,25.9,0.0
0.0,24.8,0.0
0.0,23.6,0.0
0.0,23.5,0.0
0.0,22.7,0.0
0.0,22.2,0.0
0.0,21.8,0.0
0.0,21.5,0.0
0.0,22.2,0.0
31.0,23.5,23.25
197.0,25.4,147.75
403.0,27.8,302.25
583.0,30.0,437.25
710.0,31.8,532.5
773.0,33.2,579.75
762.0,34.0,571.5
679.0,34.2,509.25
527.0,34.1,395.25
341.0,33.6,255.75
136.0,31.2,102.0
9.0,29.4,6.75
0.0,29.0,0.0
0.0,28.0,0.0
0.0,25.8,0.0
0.0,26.4,0.0
0.0,26.5,0.0
0.0,25.2,0.0
0.0,24.0,0.0
0.0,22.8,0.0
0.0,22.0,0.0
0.0,21.6,0.0
0.0,21.5,0.0
0.0,22.0,0.0
30.0,23.0,22.5
196.0,25.8,147.0
402.0,28.5,301.5
582.0,30.9,436.5
710.0,32.8,532.5
772.0,34.0,579.0
761.0,34.6,570.75
679.0,34.7,509.25
535.0,34.3,401.25
344.0,33.4,258.0
139.0,30.9,104.25
9.0,28.8,6.75
0.0,28.4,0.0
0.0,26.6,0.0
0.0,25.5,0.0
0.0,25.0,0.0
0.0,24.9,0.0
0.0,23.6,0.0
0.0,22.2,0.0
0.0,21.6,0.0
0.0,21.4,0.0
0.0,20.9,0.0
0.0,20.5,0.0
0.0,20.7,0.0
29.0,22.4,21.75
197.0,24.6,147.75
406.0,27.2,304.5
588.0,30.0,441.0
717.0,32.3,537.75
779.0,34.0,584.25
767.0,34.6,575.25
684.0,34.7,513.0
538.0,34.3,403.5
345.0,33.2,258.75
139.0,30.1,104.25
9.0,28.6,6.75
0.0,27.7,0.0
0.0,26.8,0.0
0.0,26.1,0.0
0.0,25.4,0.0
0.0,24.4,0.0
0.0,23.0,0.0
0.0,22.4,0.0
0.0,21.7,0.0
0.0,21.5,0.0
0.0,21.5,0.0
0.0,20.8,0.0
0.0,21.4,0.0
28.0,22.5,21.0
191.0,24.9,143.25
395.0,27.9,296.25
573.0,30.9,429.75
701.0,32.8,525.75
763.0,33.7,572.25
754.0,34.2,565.5
673.0,34.3,504.75
529.0,34.0,396.75
338.0,33.4,253.5
135.0,30.7,101.25
8.0,28.5,6.0
0.0,27.1,0.0
0.0,26.7,0.0
0.0,25.5,0.0
0.0,24.3,0.0
0.0,23.4,0.0
0.0,22.5,0.0
0.0,22.0,0.0
0.0,21.8,0.0
0.0,21.0,0.0
0.0,20.9,0.0
0.0,20.7,0.0
0.0,21.0,0.0
27.0,22.3,20.25
188.0,25.0,141.0
391.0,28.1,293.25
570.0,31.0,427.5
697.0,32.6,522.75
759.0,33.5,569.25
749.0,34.2,561.75
668.0,34.5,501.0
526.0,34.2,394.5
333.0,33.7,249.75
132.0,31.3,99.0
8.0,29.7,6.0
0.0,28.8,0.0
0.0,27.0,0.0
0.0,26.4,0.0
0.0,25.5,0.0
0.0,27.1,0.0
0.0,24.6,0.0
0.0,23.8,0.0
0.0,23.0,0.0
0.0,22.5,0.0
0.0,22.0,0.0
0.0,21.4,0.0
0.0,21.2,0.0
26.0,22.8,19.5
185.0,25.4,138.75
388.0,28.1,291.0
566.0,30.0,424.5
693.0,31.5,519.75
756.0,32.5,567.0
748.0,33.4,561.0
669.0,34.0,501.75
529.0,34.0,396.75
338.0,33.3,253.5
132.0,31.0,99.0
8.0,27.5,6.0
0.0,26.9,0.0
0.0,25.4,0.0
0.0,24.8,0.0
0.0,25.4,0.0
0.0,23.7,0.0
0.0,22.6,0.0
0.0,22.2,0.0
0.0,21.5,0.0
0.0,21.5,0.0
0.0,21.0,0.0
0.0,20.6,0.0
0.0,20.5,0.0
25.0,21.8,18.75
186.0,24.5,139.5
391.0,28.1,293.25
570.0,30.9,427.5
697.0,32.2,522.75
760.0,33.4,570.0
751.0,34.1,563.25
670.0,34.2,502.5
525.0,33.8,393.75
334.0,33.2,250.5
131.0,30.5,98.25
7.0,27.4,5.25
0.0,26.6,0.0
0.0,25.2,0.0
0.0,24.6,0.0
0.0,23.2,0.0
0.0,22.4,0.0
0.0,22.2,0.0
0.0,21.0,0.0
0.0,20.9,0.0
0.0,20.3,0.0
0.0,19.8,0.0
0.0,19.6,0.0
0.0,19.5,0.0
25.0,20.4,18.75
184.0,23.2,138.0
388.0,27.0,291.0
568.0,30.1,426.0
696.0,32.3,522.0
757.0,33.6,567.75
749.0,33.8,561.75
668.0,33.5,501.0
523.0,33.1,392.25
332.0,32.7,249.0
130.0,29.9,97.5
7.0,27.9,5.25
0.0,26.4,0.0
0.0,25.4,0.0
0.0,24.1,0.0
0.0,23.1,0.0
0.0,22.3,0.0
0.0,21.9,0.0
0.0,20.9,0.0
0.0,20.9,0.0
0.0,20.1,0.0
0.0,19.8,0.0
0.0,19.3,0.0
0.0,19.8,0.0
24.0,20.5,18.0
181.0,23.9,135.75
384.0,27.3,288.0
562.0,30.6,421.5
690.0,32.5,517.5
751.0,33.3,563.25
743.0,33.5,557.25
662.0,33.3,496.5
517.0,33.1,387.75
328.0,32.8,246.0
128.0,30.0,96.0
7.0,28.4,5.25
0.0,27.1,0.0
0.0,25.2,0.0
0.0,24.0,0.0
0.0,22.8,0.0
0.0,22.3,0.0
0.0,22.0,0.0
0.0,21.8,0.0
0.0,21.3,0.0
0.0,21.0,0.0
0.0,20.9,0.0
0.0,20.9,0.0
0.0,20.6,0.0
23.0,21.0,17.25
179.0,23.1,134.25
384.0,25.9,288.0
562.0,28.6,421.5
688.0,30.9,516.0
752.0,31.9,564.0
743.0,32.1,557.25
662.0,32.2,496.5
517.0,31.9,387.75
328.0,30.9,246.0
128.0,29.0,96.0
7.0,27.6,5.25
0.0,26.2,0.0
0.0,25.5,0.0
0.0,24.9,0.0
0.0,24.2,0.0
0.0,24.4,0.0
0.0,24.0,0.0
0.0,23.2,0.0
0.0,22.9,0.0
0.0,22.1,0.0
0.0,21.5,0.0
0.0,21.2,0.0
0.0,20.7,0.0
22.0,21.1,16.5
178.0,23.4,133.5
383.0,26.1,287.25
562.0,28.8,421.5
689.0,30.9,516.75
750.0,32.0,562.5
742.0,32.5,556.5
663.0,32.7,497.25
521.0,32.3,390.75
332.0,31.5,249.0
129.0,29.4,96.75
7.0,27.6,5.25
0.0,26.3,0.0
0.0,25.4,0.0
0.0,24.1,0.0
0.0,22.8,0.0
0.0,21.6,0.0
0.0,21.4,0.0
0.0,21.8,0.0
0.0,21.6,0.0
0.0,22.4,0.0
0.0,21.9,0.0
0.0,21.0,0.0
0.0,21.1,0.0
21.0,21.4,15.75
170.0,23.5,127.5
369.0,26.0,276.75
544.0,28.1,408.0
667.0,29.8,500.25
727.0,31.0,545.25
718.0,31.8,538.5
641.0,31.9,480.75
501.0,31.4,375.75
316.0,30.5,237.0
122.0,29.0,91.5
6.0,27.9,4.5
0.0,26.5,0.0
0.0,25.9,0.0
0.0,25.0,0.0
0.0,23.9,0.0
0.0,23.1,0.0
0.0,23.0,0.0
0.0,22.5,0.0
0.0,22.4,0.0
0.0,21.9,0.0
0.0,21.5,0.0
0.0,21.0,0.0
0.0,20.9,0.0
20.0,21.0,15.0
170.0,23.2,127.5
370.0,26.3,277.5
545.0,28.9,408.75
669.0,30.6,501.75
729.0,31.6,546.75
719.0,32.2,539.25
637.0,32.3,477.75
497.0,32.0,372.75
314.0,30.9,235.5
121.0,28.9,90.75
6.0,28.0,4.5
0.0,27.2,0.0
0.0,26.5,0.0
0.0,25.7,0.0
0.0,25.0,0.0
0.0,24.5,0.0
0.0,23.8,0.0
0.0,23.0,0.0
0.0,22.5,0.0
0.0,22.0,0.0
0.0,21.9,0.0
0.0,21.6,0.0
0.0,22.1,0.0
19.0,22.6,14.25
164.0,24.8,123.0
360.0,27.2,270.0
537.0,29.5,402.75
664.0,31.0,498.0
726.0,32.0,544.5
720.0,32.3,540.0
643.0,32.4,482.25
503.0,32.2,377.25
317.0,31.3,237.75
121.0,29.2,90.75
6.0,28.0,4.5
0.0,26.9,0.0
0.0,25.9,0.0
0.0,25.1,0.0
0.0,24.0,0.0
0.0,22.6,0.0
0.0,21.8,0.0
0.0,21.5,0.0
0.0,21.0,0.0
0.0,21.1,0.0
0.0,21.3,0.0
0.0,21.3,0.0
0.0,20.8,0.0
19.0,21.2,14.25
168.0,23.2,126.0
370.0,26.1,277.5
550.0,28.7,412.5
680.0,30.8,510.0
743.0,31.6,557.25
734.0,31.8,550.5
652.0,31.8,489.0
509.0,31.5,381.75
322.0,30.6,241.5
123.0,28.4,92.25
6.0,26.8,4.5
0.0,25.5,0.0
0.0,24.7,0.0
0.0,23.0,0.0
0.0,22.4,0.0
0.0,21.7,0.0
0.0,21.5,0.0
0.0,21.0,0.0
0.0,20.6,0.0
0.0,20.2,0.0
0.0,20.0,0.0
0.0,19.7,0.0
0.0,19.5,0.0
18.0,20.0,13.5
164.0,22.2,123.0
363.0,25.0,272.25
540.0,27.5,405.0
667.0,29.5,500.25
729.0,30.8,546.75
720.0,31.2,540.0
642.0,31.0,481.5
502.0,30.5,376.5
318.0,29.5,238.5
121.0,27.7,90.75
6.0,27.0,4.5
0.0,26.1,0.0
0.0,24.4,0.0
0.0,22.8,0.0
0.0,22.5,0.0
0.0,22.5,0.0
0.0,22.0,0.0
0.0,20.8,0.0
0.0,19.9,0.0
0.0,19.5,0.0
0.0,19.3,0.0
0.0,19.0,0.0
0.0,18.6,0.0
17.0,18.9,12.75
161.0,21.0,120.75
358.0,24.3,268.5
536.0,27.5,402.0
663.0,29.6,497.25
725.0,30.5,543.75
719.0,30.7,539.25
641.0,30.5,480.75
501.0,30.1,375.75
316.0,29.2,237.0
119.0,27.8,89.25
6.0,26.5,4.5
0.0,25.2,0.0
0.0,23.6,0.0
0.0,22.8,0.0
0.0,22.5,0.0
0.0,22.2,0.0
0.0,21.0,0.0
0.0,20.2,0.0
0.0,19.5,0.0
0.0,19.0,0.0
0.0,18.5,0.0
0.0,18.1,0.0
0.0,17.8,0.0
17.0,18.0,12.75
161.0,20.1,120.75
361.0,23.6,270.75
538.0,26.8,403.5
666.0,28.8,499.5
729.0,29.6,546.75
722.0,29.9,541.5
645.0,29.8,483.75
507.0,29.2,380.25
321.0,28.4,240.75
123.0,26.6,92.25
6.0,25.5,4.5
0.0,24.5,0.0
0.0,23.5,0.0
0.0,22.7,0.0
0.0,21.4,0.0
0.0,20.9,0.0
0.0,20.4,0.0
0.0,19.8,0.0
0.0,19.1,0.0
0.0,18.8,0.0
0.0,18.4,0.0
0.0,18.0,0.0
0.0,17.5,0.0
16.0,18.2,12.0
158.0,20.6,118.5
356.0,23.8,267.0
533.0,26.5,399.75
660.0,28.5,495.0
723.0,29.5,542.25
716.0,30.0,537.0
640.0,30.0,480.0
501.0,29.5,375.75
317.0,28.5,237.75
120.0,26.8,90.0
5.0,25.6,3.75
0.0,24.9,0.0
0.0,23.7,0.0
0.0,22.4,0.0
0.0,21.5,0.0
0.0,20.8,0.0
0.0,20.1,0.0
0.0,19.5,0.0
0.0,19.1,0.0
0.0,19.2,0.0
0.0,19.0,0.0
0.0,19.0,0.0
0.0,18.9,0.0
15.0,19.5,11.25
153.0,21.5,114.75
349.0,24.0,261.75
526.0,26.3,394.5
654.0,28.2,490.5
718.0,29.3,538.5
712.0,29.8,534.0
636.0,29.9,477.0
497.0,29.6,372.75
314.0,28.9,235.5
118.0,27.1,88.5
5.0,26.4,3.75
0.0,25.6,0.0
0.0,24.1,0.0
0.0,23.2,0.0
0.0,22.5,0.0
0.0,21.8,0.0
0.0,21.2,0.0
0.0,20.2,0.0
0.0,19.5,0.0
0.0,18.6,0.0
0.0,18.5,0.0
0.0,18.0,0.0
0.0,18.2,0.0
14.0,19.4,10.5
150.0,21.6,112.5
345.0,24.2,258.75
521.0,26.7,390.75
648.0,28.7,486.0
711.0,30.0,533.25
705.0,30.6,528.75
629.0,30.7,471.75
492.0,30.3,369.0
310.0,29.4,232.5
117.0,27.5,87.75
5.0,26.3,3.75
0.0,25.5,0.0
0.0,24.6,0.0
0.0,23.4,0.0
0.0,22.6,0.0
0.0,22.2,0.0
0.0,21.3,0.0
0.0,20.4,0.0
0.0,19.8,0.0
0.0,19.6,0.0
0.0,19.5,0.0
0.0,19.3,0.0
0.0,19.0,0.0
13.0,19.1,9.75
148.0,21.4,111.0
343.0,24.4,257.25
520.0,26.9,390.0
649.0,28.7,486.75
714.0,29.8,535.5
708.0,30.2,531.0
631.0,30.2,473.25
492.0,29.9,369.0
310.0,29.2,232.5
117.0,27.5,87.75
5.0,26.0,3.75
0.0,24.5,0.0
0.0,23.8,0.0
0.0,23.5,0.0
0.0,23.0,0.0
0.0,22.4,0.0
0.0,21.3,0.0
0.0,20.5,0.0
0.0,20.0,0.0
0.0,19.6,0.0
0.0,19.0,0.0
0.0,18.4,0.0
0.0,17.4,0.0
13.0,17.4,9.75
149.0,19.4,111.75
347.0,22.6,260.25
525.0,25.8,393.75
655.0,28.0,491.25
720.0,29.5,540.0
714.0,30.1,535.5
636.0,30.1,477.0
496.0,30.0,372.0
313.0,29.5,234.75
119.0,27.4,89.25
5.0,25.9,3.75
0.0,24.5,0.0
0.0,23.2,0.0
0.0,22.8,0.0
0.0,21.5,0.0
0.0,20.5,0.0
0.0,20.2,0.0
0.0,19.8,0.0
0.0,19.4,0.0
0.0,19.2,0.0
0.0,19.1,0.0
0.0,18.5,0.0
0.0,17.0,0.0
12.0,17.2,9.0
148.0,19.5,111.0
346.0,23.0,259.5
524.0,26.1,393.0
653.0,28.4,489.75
718.0,29.6,538.5
713.0,30.1,534.75
638.0,30.1,478.5
497.0,29.5,372.75
311.0,28.7,233.25
118.0,26.9,88.5
5.0,25.0,3.75
0.0,24.4,0.0
0.0,23.2,0.0
0.0,21.9,0.0
0.0,21.7,0.0
0.0,21.0,0.0
0.0,20.0,0.0
0.0,19.6,0.0
0.0,19.8,0.0
0.0,19.4,0.0
0.0,18.7,0.0
0.0,18.0,0.0
0.0,16.4,0.0
12.0,16.1,9.0
145.0,18.2,108.75
341.0,21.8,255.75
518.0,25.5,388.5
647.0,28.1,485.25
712.0,29.8,534.0
705.0,30.0,528.75
629.0,30.1,471.75
490.0,30.4,367.5
311.0,29.3,233.25
118.0,27.0,88.5
5.0,25.3,3.75
0.0,24.0,0.0
0.0,23.1,0.0
0.0,22.2,0.0
0.0,21.5,0.0
0.0,21.1,0.0
0.0,20.2,0.0
0.0,19.3,0.0
0.0,19.4,0.0
0.0,19.0,0.0
0.0,18.1,0.0
0.0,17.5,0.0
0.0,16.6,0.0
11.0,16.5,8.25
143.0,18.5,107.25
340.0,21.5,255.0
518.0,24.5,388.5
648.0,26.4,486.0
714.0,27.5,535.5
710.0,28.0,532.5
635.0,28.3,476.25
498.0,28.3,373.5
315.0,27.8,236.25
119.0,25.8,89.25
5.0,24.1,3.75
0.0,22.7,0.0
0.0,21.8,0.0
0.0,21.0,0.0
0.0,20.1,0.0
0.0,19.6,0.0
0.0,19.1,0.0
0.0,18.4,0.0
0.0,17.7,0.0
0.0,17.2,0.0
0.0,16.8,0.0
0.0,16.3,0.0
0.0,15.8,0.0
11.0,15.6,8.25
143.0,17.2,107.25
342.0,19.9,256.5
523.0,22.7,392.25
654.0,25.1,490.5
720.0,26.8,540.0
715.0,27.7,536.25
640.0,28.0,480.0
502.0,27.9,376.5
318.0,27.4,238.5
120.0,25.5,90.0
5.0,23.9,3.75
0.0,22.9,0.0
0.0,22.0,0.0
0.0,20.6,0.0
0.0,19.5,0.0
0.0,18.8,0.0
0.0,18.1,0.0
0.0,17.6,0.0
0.0,17.4,0.0
0.0,17.1,0.0
0.0,16.5,0.0
0.0,15.9,0.0
0.0,15.8,0.0
10.0,15.9,7.5
139.0,17.9,104.25
337.0,20.9,252.75
515.0,23.8,386.25
646.0,26.0,484.5
712.0,27.4,534.0
707.0,28.2,530.25
634.0,28.5,475.5
497.0,28.4,372.75
314.0,27.9,235.5
119.0,26.1,89.25
5.0,24.9,3.75
0.0,24.2,0.0
0.0,23.1,0.0
0.0,22.2,0.0
0.0,21.5,0.0
0.0,20.8,0.0
